,State,Year,Beer,Wine,Spirits
0,Alabama,1977,0.99,0.13,0.84
1,Alabama,1978,0.98,0.12,0.88
2,Alabama,1979,0.98,0.12,0.84
3,Alabama,1980,0.96,0.16,0.74
4,Alabama,1981,1.0,0.19,0.73
5,Alabama,1982,1.0,0.18,0.72
6,Alabama,1983,1.01,0.17,0.71
7,Alabama,1984,1.02,0.19,0.69
8,Alabama,1985,1.06,0.17,0.67
9,Alabama,1986,1.09,0.18,0.64
10,Alabama,1987,1.1,0.18,0.61
11,Alabama,1988,1.1,0.18,0.61
12,Alabama,1989,1.1,0.17,0.6
13,Alabama,1990,1.12,0.18,0.61
14,Alabama,1991,1.0,0.17,0.59
15,Alabama,1992,1.02,0.19,0.59
16,Alabama,1993,1.14,0.17,0.56
17,Alabama,1994,1.16,0.17,0.54
18,Alabama,1995,1.14,0.15,0.53
19,Alabama,1996,1.17,0.15,0.53
20,Alabama,1997,1.14,0.15,0.52
21,Alabama,1998,1.16,0.17,0.51
22,Alabama,1999,1.18,0.17,0.51
23,Alabama,2000,1.19,0.18,0.51
24,Alabama,2001,1.16,0.17,0.53
25,Alabama,2002,1.18,0.21,0.53
26,Alabama,2003,1.18,0.19,0.52
27,Alabama,2004,1.19,0.2,0.52
28,Alabama,2005,1.18,0.2,0.53
29,Alabama,2006,1.22,0.21,0.55
30,Alabama,2007,1.24,0.22,0.56
31,Alabama,2008,1.24,0.22,0.58
32,Alabama,2009,1.2,0.22,0.58
33,Alaska,1977,1.19,0.42,1.7
34,Alaska,1978,1.39,0.45,1.68
35,Alaska,1979,1.5,0.47,1.65
36,Alaska,1980,1.55,0.5,1.7
37,Alaska,1981,1.71,0.57,1.82
38,Alaska,1982,1.75,0.56,1.74
39,Alaska,1983,1.76,0.61,1.7
40,Alaska,1984,1.73,0.58,1.56
41,Alaska,1985,1.68,0.58,1.53
42,Alaska,1986,1.68,0.56,1.27
43,Alaska,1987,1.64,0.54,1.29
44,Alaska,1988,1.6,0.49,1.23
45,Alaska,1989,1.57,0.46,1.24
46,Alaska,1990,1.62,0.46,1.25
47,Alaska,1991,1.54,0.43,1.14
48,Alaska,1992,1.53,0.41,1.08
49,Alaska,1993,1.31,0.32,0.92
50,Alaska,1994,1.53,0.4,1.1
51,Alaska,1995,1.45,0.39,1.02
52,Alaska,1996,1.31,0.38,0.94
53,Alaska,1997,1.31,0.36,0.88
54,Alaska,1998,1.37,0.39,0.98
55,Alaska,1999,1.45,0.4,0.98
56,Alaska,2000,1.35,0.37,0.92
57,Alaska,2001,1.34,0.4,0.97
58,Alaska,2002,1.36,0.43,1.08
59,Alaska,2003,1.27,0.37,0.79
60,Alaska,2004,1.32,0.45,0.96
61,Alaska,2005,1.24,0.43,0.99
62,Alaska,2006,1.24,0.46,1.02
63,Alaska,2007,1.13,0.44,1.07
64,Alaska,2008,1.2,0.49,1.09
65,Alaska,2009,1.31,0.54,1.16
66,Arizona,1977,1.7,0.34,1.05
67,Arizona,1978,1.77,0.37,1.1
68,Arizona,1979,1.86,0.39,1.17
69,Arizona,1980,1.69,0.36,0.98
70,Arizona,1981,1.78,0.42,1.01
71,Arizona,1982,1.74,0.4,0.99
72,Arizona,1983,1.62,0.44,1.0
73,Arizona,1984,1.57,0.45,1.06
74,Arizona,1985,1.67,0.46,1.0
75,Arizona,1986,1.77,0.46,0.91
76,Arizona,1987,1.67,0.46,0.86
77,Arizona,1988,1.64,0.42,0.88
78,Arizona,1989,1.68,0.36,0.85
79,Arizona,1990,1.59,0.37,0.8
80,Arizona,1991,1.58,0.35,0.78
81,Arizona,1992,1.58,0.31,0.8
82,Arizona,1993,1.58,0.27,0.76
83,Arizona,1994,1.52,0.29,0.7
84,Arizona,1995,1.47,0.29,0.68
85,Arizona,1996,1.52,0.33,0.73
86,Arizona,1997,1.45,0.31,0.68
87,Arizona,1998,1.44,0.32,0.68
88,Arizona,1999,1.47,0.34,0.69
89,Arizona,2000,1.48,0.31,0.71
90,Arizona,2001,1.47,0.33,0.7
91,Arizona,2002,1.46,0.33,0.69
92,Arizona,2003,1.41,0.37,0.71
93,Arizona,2004,1.39,0.33,0.7
94,Arizona,2005,1.33,0.39,0.74
95,Arizona,2006,1.31,0.37,0.78
96,Arizona,2007,1.36,0.33,0.76
97,Arizona,2008,1.27,0.4,0.75
98,Arizona,2009,1.19,0.38,0.74
99,Arkansas,1977,0.92,0.1,0.63
100,Arkansas,1978,0.97,0.11,0.73
101,Arkansas,1979,0.93,0.1,0.57
102,Arkansas,1980,1.0,0.12,0.69
103,Arkansas,1981,1.06,0.12,0.68
104,Arkansas,1982,1.03,0.12,0.63
105,Arkansas,1983,1.03,0.13,0.63
106,Arkansas,1984,1.02,0.12,0.64
107,Arkansas,1985,1.03,0.13,0.58
108,Arkansas,1986,1.06,0.09,0.48
109,Arkansas,1987,1.08,0.11,0.53
110,Arkansas,1988,1.07,0.14,0.53
111,Arkansas,1989,1.08,0.13,0.57
112,Arkansas,1990,1.12,0.13,0.61
113,Arkansas,1991,1.12,0.11,0.58
114,Arkansas,1992,1.13,0.12,0.65
115,Arkansas,1993,1.1,0.11,0.58
116,Arkansas,1994,1.06,0.13,0.46
117,Arkansas,1995,1.08,0.12,0.51
118,Arkansas,1996,1.1,0.12,0.53
119,Arkansas,1997,1.08,0.12,0.52
120,Arkansas,1998,1.1,0.11,0.51
121,Arkansas,1999,1.09,0.12,0.54
122,Arkansas,2000,1.09,0.12,0.53
123,Arkansas,2001,1.06,0.13,0.53
124,Arkansas,2002,1.07,0.14,0.53
125,Arkansas,2003,1.06,0.14,0.56
126,Arkansas,2004,1.07,0.15,0.58
127,Arkansas,2005,1.05,0.16,0.58
128,Arkansas,2006,1.07,0.17,0.59
129,Arkansas,2007,1.07,0.17,0.6
130,Arkansas,2008,1.11,0.17,0.6
131,Arkansas,2009,1.07,0.17,0.6
132,California,1977,1.31,0.67,1.28
133,California,1978,1.36,0.68,1.32
134,California,1979,1.42,0.7,1.28
135,California,1980,1.42,0.71,1.25
136,California,1981,1.43,0.72,1.21
137,California,1982,1.37,0.72,1.14
138,California,1983,1.37,0.75,1.11
139,California,1984,1.38,0.74,1.07
140,California,1985,1.32,0.78,1.02
141,California,1986,1.36,0.79,0.96
142,California,1987,1.36,0.74,0.93
143,California,1988,1.34,0.68,0.89
144,California,1989,1.31,0.61,0.87
145,California,1990,1.32,0.59,0.87
146,California,1991,1.22,0.49,0.75
147,California,1992,1.28,0.51,0.75
148,California,1993,1.17,0.48,0.69
149,California,1994,1.09,0.47,0.68
150,California,1995,1.14,0.45,0.64
151,California,1996,1.11,0.49,0.64
152,California,1997,1.12,0.5,0.62
153,California,1998,1.1,0.45,0.61
154,California,1999,1.1,0.46,0.62
155,California,2000,1.07,0.48,0.64
156,California,2001,1.08,0.48,0.64
157,California,2002,1.07,0.49,0.63
158,California,2003,1.06,0.5,0.65
159,California,2004,1.06,0.51,0.67
160,California,2005,1.02,0.53,0.68
161,California,2006,1.05,0.54,0.7
162,California,2007,1.07,0.55,0.72
163,California,2008,1.07,0.55,0.72
164,California,2009,1.05,0.55,0.73
165,Colorado,1977,1.43,0.36,1.22
166,Colorado,1978,1.64,0.47,1.43
167,Colorado,1979,1.68,0.47,1.37
168,Colorado,1980,1.57,0.47,1.31
169,Colorado,1981,1.63,0.44,1.26
170,Colorado,1982,1.64,0.46,1.18
171,Colorado,1983,1.57,0.46,1.12
172,Colorado,1984,1.51,0.46,1.12
173,Colorado,1985,1.47,0.5,1.18
174,Colorado,1986,1.47,0.46,0.94
175,Colorado,1987,1.43,0.44,0.93
176,Colorado,1988,1.42,0.39,0.91
177,Colorado,1989,1.4,0.37,0.84
178,Colorado,1990,1.35,0.29,0.75
179,Colorado,1991,1.39,0.35,0.87
180,Colorado,1992,1.34,0.36,0.81
181,Colorado,1993,1.4,0.36,0.86
182,Colorado,1994,1.36,0.35,0.84
183,Colorado,1995,1.34,0.35,0.78
184,Colorado,1996,1.36,0.37,0.84
185,Colorado,1997,1.3,0.37,0.81
186,Colorado,1998,1.33,0.37,0.83
187,Colorado,1999,1.33,0.37,0.75
188,Colorado,2000,1.35,0.37,0.89
189,Colorado,2001,1.42,0.41,0.96
190,Colorado,2002,1.35,0.39,0.9
191,Colorado,2003,1.34,0.4,0.87
192,Colorado,2004,1.3,0.43,0.95
193,Colorado,2005,1.3,0.41,0.99
194,Colorado,2006,1.27,0.45,0.97
195,Colorado,2007,1.29,0.47,1.0
196,Colorado,2008,1.27,0.46,1.01
197,Colorado,2009,1.22,0.46,1.0
198,Connecticut,1977,1.05,0.35,1.21
199,Connecticut,1978,1.07,0.38,1.2
200,Connecticut,1979,1.13,0.4,1.2
201,Connecticut,1980,1.06,0.43,1.21
202,Connecticut,1981,1.05,0.44,1.18
203,Connecticut,1982,1.04,0.49,1.2
204,Connecticut,1983,1.1,0.49,1.23
205,Connecticut,1984,1.1,0.5,1.2
206,Connecticut,1985,1.14,0.5,1.2
207,Connecticut,1986,1.13,0.51,1.15
208,Connecticut,1987,1.15,0.52,1.12
209,Connecticut,1988,1.14,0.51,1.07
210,Connecticut,1989,1.09,0.47,0.98
211,Connecticut,1990,1.09,0.45,0.92
212,Connecticut,1991,1.03,0.43,0.84
213,Connecticut,1992,1.01,0.45,0.83
214,Connecticut,1993,0.96,0.44,0.8
215,Connecticut,1994,0.99,0.43,0.78
216,Connecticut,1995,0.97,0.49,0.77
217,Connecticut,1996,0.94,0.46,0.72
218,Connecticut,1997,0.95,0.48,0.74
219,Connecticut,1998,0.96,0.48,0.74
220,Connecticut,1999,0.94,0.49,0.75
221,Connecticut,2000,0.94,0.49,0.74
222,Connecticut,2001,0.95,0.5,0.74
223,Connecticut,2002,0.95,0.5,0.74
224,Connecticut,2003,0.93,0.52,0.77
225,Connecticut,2004,0.92,0.53,0.79
226,Connecticut,2005,0.9,0.54,0.79
227,Connecticut,2006,0.93,0.55,0.84
228,Connecticut,2007,0.93,0.58,0.85
229,Connecticut,2008,0.94,0.59,0.86
230,Connecticut,2009,0.89,0.59,0.86
231,Delaware,1977,1.32,0.24,1.35
232,Delaware,1978,1.33,0.25,1.33
233,Delaware,1979,1.38,0.27,1.34
234,Delaware,1980,1.45,0.29,1.38
235,Delaware,1981,1.51,0.32,1.39
236,Delaware,1982,1.53,0.34,1.36
237,Delaware,1983,1.53,0.35,1.34
238,Delaware,1984,1.51,0.38,1.28
239,Delaware,1985,1.46,0.41,1.3
240,Delaware,1986,1.45,0.44,1.23
241,Delaware,1987,1.44,0.42,1.22
242,Delaware,1988,1.44,0.4,1.19
243,Delaware,1989,1.4,0.38,1.13
244,Delaware,1990,1.44,0.37,1.14
245,Delaware,1991,1.4,0.35,0.95
246,Delaware,1992,1.4,0.36,0.97
247,Delaware,1993,1.46,0.35,0.95
248,Delaware,1994,1.43,0.38,0.95
249,Delaware,1995,1.3,0.4,0.92
250,Delaware,1996,1.39,0.45,0.94
251,Delaware,1997,1.37,0.46,0.99
252,Delaware,1998,1.36,0.47,0.98
253,Delaware,1999,1.4,0.48,1.03
254,Delaware,2000,1.36,0.48,1.05
255,Delaware,2001,1.38,0.49,1.06
256,Delaware,2002,1.39,0.52,1.1
257,Delaware,2003,1.37,0.56,1.17
258,Delaware,2004,1.41,0.57,1.28
259,Delaware,2005,1.43,0.59,1.25
260,Delaware,2006,1.43,0.6,1.28
261,Delaware,2007,1.39,0.59,1.25
262,Delaware,2008,1.36,0.58,1.25
263,Delaware,2009,1.31,0.57,1.25
264,District of Columbia,1977,1.39,0.89,3.26
265,District of Columbia,1978,1.43,0.94,3.14
266,District of Columbia,1979,1.48,0.99,3.03
267,District of Columbia,1980,1.49,0.99,2.94
268,District of Columbia,1981,1.5,1.06,2.92
269,District of Columbia,1982,1.48,1.0,2.91
270,District of Columbia,1983,1.55,1.08,2.79
271,District of Columbia,1984,1.56,1.11,2.68
272,District of Columbia,1985,1.49,1.03,2.42
273,District of Columbia,1986,1.52,1.04,2.19
274,District of Columbia,1987,1.48,1.0,2.37
275,District of Columbia,1988,1.47,0.99,2.02
276,District of Columbia,1989,1.49,0.88,1.85
277,District of Columbia,1990,1.42,0.76,1.96
278,District of Columbia,1991,1.42,0.61,1.85
279,District of Columbia,1992,1.61,0.7,1.74
280,District of Columbia,1993,1.51,0.73,1.54
281,District of Columbia,1994,1.5,0.74,1.52
282,District of Columbia,1995,1.51,0.72,1.52
283,District of Columbia,1996,1.42,0.74,1.47
284,District of Columbia,1997,1.4,0.74,1.61
285,District of Columbia,1998,1.37,0.73,1.44
286,District of Columbia,1999,1.37,0.73,1.35
287,District of Columbia,2000,1.35,0.7,1.48
288,District of Columbia,2001,1.33,0.82,1.46
289,District of Columbia,2002,1.36,0.84,1.47
290,District of Columbia,2003,1.4,0.9,1.54
291,District of Columbia,2004,1.41,0.94,1.57
292,District of Columbia,2005,1.38,0.92,1.53
293,District of Columbia,2006,1.36,0.95,1.58
294,District of Columbia,2007,1.35,0.99,1.61
295,District of Columbia,2008,1.34,1.0,1.63
296,District of Columbia,2009,1.26,1.0,1.64
297,Florida,1977,1.33,0.33,1.47
298,Florida,1978,1.41,0.34,1.48
299,Florida,1979,1.47,0.37,1.51
300,Florida,1980,1.42,0.37,1.43
301,Florida,1981,1.55,0.39,1.38
302,Florida,1982,1.56,0.4,1.33
303,Florida,1983,1.56,0.4,1.23
304,Florida,1984,1.48,0.4,1.24
305,Florida,1985,1.47,0.41,1.16
306,Florida,1986,1.5,0.41,1.05
307,Florida,1987,1.51,0.42,1.03
308,Florida,1988,1.51,0.41,1.0
309,Florida,1989,1.51,0.39,1.0
310,Florida,1990,1.54,0.39,1.04
311,Florida,1991,1.43,0.34,0.92
312,Florida,1992,1.45,0.34,0.96
313,Florida,1993,1.44,0.33,0.92
314,Florida,1994,1.4,0.33,0.87
315,Florida,1995,1.34,0.35,0.82
316,Florida,1996,1.36,0.37,0.81
317,Florida,1997,1.34,0.37,0.8
318,Florida,1998,1.3,0.38,0.79
319,Florida,1999,1.33,0.4,0.8
320,Florida,2000,1.32,0.4,0.82
321,Florida,2001,1.33,0.4,0.82
322,Florida,2002,1.32,0.43,0.84
323,Florida,2003,1.32,0.44,0.86
324,Florida,2004,1.35,0.46,0.89
325,Florida,2005,1.34,0.47,0.91
326,Florida,2006,1.33,0.48,0.92
327,Florida,2007,1.3,0.49,0.93
328,Florida,2008,1.25,0.49,0.9
329,Florida,2009,1.21,0.48,0.92
330,Georgia,1977,1.08,0.16,1.23
331,Georgia,1978,1.14,0.19,1.26
332,Georgia,1979,1.17,0.19,1.22
333,Georgia,1980,1.07,0.19,1.09
334,Georgia,1981,1.1,0.18,1.09
335,Georgia,1982,1.12,0.21,1.04
336,Georgia,1983,1.14,0.22,1.05
337,Georgia,1984,1.18,0.23,1.06
338,Georgia,1985,1.17,0.25,1.01
339,Georgia,1986,1.22,0.27,0.95
340,Georgia,1987,1.22,0.27,1.0
341,Georgia,1988,1.22,0.26,0.92
342,Georgia,1989,1.18,0.24,0.94
343,Georgia,1990,1.22,0.23,0.86
344,Georgia,1991,1.16,0.22,0.78
345,Georgia,1992,1.22,0.21,0.79
346,Georgia,1993,1.23,0.2,0.77
347,Georgia,1994,1.17,0.2,0.77
348,Georgia,1995,1.2,0.22,0.71
349,Georgia,1996,1.22,0.24,0.7
350,Georgia,1997,1.19,0.25,0.7
351,Georgia,1998,1.21,0.24,0.7
352,Georgia,1999,1.23,0.27,0.69
353,Georgia,2000,1.22,0.26,0.69
354,Georgia,2001,1.19,0.26,0.65
355,Georgia,2002,1.2,0.26,0.65
356,Georgia,2003,1.19,0.26,0.66
357,Georgia,2004,1.17,0.26,0.63
358,Georgia,2005,1.13,0.26,0.63
359,Georgia,2006,1.17,0.26,0.64
360,Georgia,2007,1.16,0.26,0.64
361,Georgia,2008,1.13,0.25,0.64
362,Georgia,2009,1.08,0.25,0.64
363,Hawaii,1977,1.61,0.36,1.26
364,Hawaii,1978,1.38,0.46,1.3
365,Hawaii,1979,1.6,0.44,1.28
366,Hawaii,1980,1.65,0.46,1.21
367,Hawaii,1981,1.74,0.44,1.16
368,Hawaii,1982,1.8,0.48,1.14
369,Hawaii,1983,1.87,0.44,1.12
370,Hawaii,1984,1.65,0.41,0.91
371,Hawaii,1985,1.59,0.41,0.88
372,Hawaii,1986,1.6,0.44,0.85
373,Hawaii,1987,1.57,0.4,0.76
374,Hawaii,1988,1.62,0.45,0.79
375,Hawaii,1989,1.54,0.43,0.79
376,Hawaii,1990,1.64,0.4,0.79
377,Hawaii,1991,1.57,0.4,0.7
378,Hawaii,1992,1.55,0.39,0.69
379,Hawaii,1993,1.49,0.37,0.65
380,Hawaii,1994,1.46,0.38,0.62
381,Hawaii,1995,1.41,0.34,0.57
382,Hawaii,1996,1.4,0.36,0.58
383,Hawaii,1997,1.37,0.37,0.56
384,Hawaii,1998,1.32,0.37,0.54
385,Hawaii,1999,1.31,0.39,0.56
386,Hawaii,2000,1.33,0.39,0.6
387,Hawaii,2001,1.3,0.38,0.6
388,Hawaii,2002,1.27,0.39,0.62
389,Hawaii,2003,1.3,0.42,0.67
390,Hawaii,2004,1.39,0.49,0.68
391,Hawaii,2005,1.32,0.46,0.74
392,Hawaii,2006,1.3,0.48,0.78
393,Hawaii,2007,1.34,0.49,0.8
394,Hawaii,2008,1.35,0.52,0.74
395,Hawaii,2009,1.3,0.53,0.75
396,Idaho,1977,1.5,0.22,0.79
397,Idaho,1978,1.5,0.26,0.8
398,Idaho,1979,1.55,0.27,0.84
399,Idaho,1980,1.53,0.3,0.77
400,Idaho,1981,1.54,0.33,0.83
401,Idaho,1982,1.47,0.31,0.81
402,Idaho,1983,1.44,0.3,0.76
403,Idaho,1984,1.4,0.31,0.72
404,Idaho,1985,1.35,0.36,0.71
405,Idaho,1986,1.34,0.38,0.61
406,Idaho,1987,1.31,0.38,0.58
407,Idaho,1988,1.25,0.36,0.58
408,Idaho,1989,1.23,0.3,0.56
409,Idaho,1990,1.36,0.33,0.58
410,Idaho,1991,1.31,0.32,0.56
411,Idaho,1992,1.32,0.31,0.57
412,Idaho,1993,1.26,0.29,0.55
413,Idaho,1994,1.24,0.35,0.53
414,Idaho,1995,1.15,0.3,0.53
415,Idaho,1996,1.18,0.3,0.51
416,Idaho,1997,1.14,0.36,0.5
417,Idaho,1998,1.15,0.59,0.51
418,Idaho,1999,1.17,0.68,0.52
419,Idaho,2000,1.16,0.65,0.51
420,Idaho,2001,1.14,0.63,0.53
421,Idaho,2002,1.16,0.64,0.53
422,Idaho,2003,1.14,0.64,0.54
423,Idaho,2004,1.12,0.71,0.57
424,Idaho,2005,1.1,0.73,0.61
425,Idaho,2006,1.14,0.74,0.65
426,Idaho,2007,1.18,0.74,0.67
427,Idaho,2008,1.15,0.81,0.69
428,Idaho,2009,1.05,0.92,0.7
429,Illinois,1977,1.35,0.3,1.22
430,Illinois,1978,1.38,0.31,1.19
431,Illinois,1979,1.45,0.33,1.17
432,Illinois,1980,1.43,0.33,1.24
433,Illinois,1981,1.43,0.35,1.12
434,Illinois,1982,1.41,0.35,1.06
435,Illinois,1983,1.42,0.35,1.03
436,Illinois,1984,1.4,0.37,1.01
437,Illinois,1985,1.38,0.37,0.98
438,Illinois,1986,1.4,0.39,0.9
439,Illinois,1987,1.41,0.39,0.87
440,Illinois,1988,1.42,0.37,0.85
441,Illinois,1989,1.38,0.35,0.82
442,Illinois,1990,1.43,0.36,0.82
443,Illinois,1991,1.38,0.34,0.76
444,Illinois,1992,1.34,0.35,0.74
445,Illinois,1993,1.32,0.34,0.72
446,Illinois,1994,1.32,0.34,0.69
447,Illinois,1995,1.3,0.33,0.66
448,Illinois,1996,1.27,0.35,0.68
449,Illinois,1997,1.26,0.35,0.65
450,Illinois,1998,1.28,0.34,0.64
451,Illinois,1999,1.29,0.33,0.66
452,Illinois,2000,1.28,0.32,0.63
453,Illinois,2001,1.27,0.32,0.68
454,Illinois,2002,1.27,0.33,0.65
455,Illinois,2003,1.25,0.35,0.74
456,Illinois,2004,1.22,0.31,0.67
457,Illinois,2005,1.22,0.34,0.7
458,Illinois,2006,1.23,0.37,0.73
459,Illinois,2007,1.22,0.41,0.73
460,Illinois,2008,1.21,0.38,0.73
461,Illinois,2009,1.22,0.39,0.73
462,Indiana,1977,1.14,0.14,0.77
463,Indiana,1978,1.19,0.16,0.79
464,Indiana,1979,1.23,0.15,0.79
465,Indiana,1980,1.26,0.17,0.77
466,Indiana,1981,1.29,0.18,0.78
467,Indiana,1982,1.29,0.18,0.76
468,Indiana,1983,1.27,0.19,0.73
469,Indiana,1984,1.26,0.21,0.72
470,Indiana,1985,1.25,0.22,0.72
471,Indiana,1986,1.25,0.23,0.67
472,Indiana,1987,1.24,0.22,0.67
473,Indiana,1988,1.23,0.21,0.66
474,Indiana,1989,1.21,0.19,0.63
475,Indiana,1990,1.26,0.2,0.63
476,Indiana,1991,1.22,0.19,0.6
477,Indiana,1992,1.16,0.2,0.58
478,Indiana,1993,1.15,0.19,0.64
479,Indiana,1994,1.15,0.2,0.59
480,Indiana,1995,1.12,0.21,0.58
481,Indiana,1996,1.13,0.19,0.57
482,Indiana,1997,1.12,0.19,0.59
483,Indiana,1998,1.14,0.19,0.58
484,Indiana,1999,1.16,0.19,0.59
485,Indiana,2000,1.16,0.21,0.61
486,Indiana,2001,1.15,0.2,0.62
487,Indiana,2002,1.13,0.2,0.6
488,Indiana,2003,1.11,0.21,0.64
489,Indiana,2004,1.14,0.22,0.66
490,Indiana,2005,1.11,0.22,0.68
491,Indiana,2006,1.1,0.25,0.66
492,Indiana,2007,1.14,0.24,0.72
493,Indiana,2008,1.11,0.24,0.74
494,Indiana,2009,1.09,0.25,0.73
495,Iowa,1977,1.33,0.1,0.74
496,Iowa,1978,1.38,0.11,0.74
497,Iowa,1979,1.4,0.11,0.71
498,Iowa,1980,1.41,0.13,0.71
499,Iowa,1981,1.44,0.13,0.69
500,Iowa,1982,1.39,0.13,0.65
501,Iowa,1983,1.38,0.13,0.64
502,Iowa,1984,1.36,0.12,0.61
503,Iowa,1985,1.31,0.14,0.57
504,Iowa,1986,1.32,0.19,0.53
505,Iowa,1987,1.3,0.21,0.57
506,Iowa,1988,1.28,0.2,0.52
507,Iowa,1989,1.26,0.18,0.5
508,Iowa,1990,1.34,0.18,0.54
509,Iowa,1991,1.32,0.16,0.52
510,Iowa,1992,1.31,0.13,0.46
511,Iowa,1993,1.28,0.11,0.48
512,Iowa,1994,1.3,0.1,0.44
513,Iowa,1995,1.26,0.11,0.44
514,Iowa,1996,1.28,0.12,0.45
515,Iowa,1997,1.28,0.12,0.45
516,Iowa,1998,1.31,0.12,0.46
517,Iowa,1999,1.34,0.13,0.48
518,Iowa,2000,1.35,0.13,0.5
519,Iowa,2001,1.36,0.13,0.5
520,Iowa,2002,1.37,0.14,0.51
521,Iowa,2003,1.37,0.15,0.53
522,Iowa,2004,1.37,0.16,0.57
523,Iowa,2005,1.37,0.16,0.6
524,Iowa,2006,1.38,0.16,0.65
525,Iowa,2007,1.4,0.17,0.67
526,Iowa,2008,1.41,0.17,0.7
527,Iowa,2009,1.42,0.18,0.72
528,Kansas,1977,1.13,0.1,0.65
529,Kansas,1978,1.14,0.12,0.64
530,Kansas,1979,1.17,0.11,0.73
531,Kansas,1980,1.23,0.11,0.62
532,Kansas,1981,1.23,0.12,0.7
533,Kansas,1982,1.22,0.13,0.67
534,Kansas,1983,1.2,0.13,0.64
535,Kansas,1984,1.18,0.14,0.63
536,Kansas,1985,1.17,0.15,0.64
537,Kansas,1986,1.12,0.17,0.59
538,Kansas,1987,1.12,0.16,0.56
539,Kansas,1988,1.11,0.21,0.56
540,Kansas,1989,1.1,0.13,0.54
541,Kansas,1990,1.13,0.13,0.53
542,Kansas,1991,1.15,0.14,0.57
543,Kansas,1992,1.09,0.14,0.55
544,Kansas,1993,1.09,0.14,0.52
545,Kansas,1994,1.12,0.13,0.48
546,Kansas,1995,1.08,0.15,0.5
547,Kansas,1996,1.05,0.14,0.49
548,Kansas,1997,1.09,0.14,0.48
549,Kansas,1998,1.09,0.15,0.54
550,Kansas,1999,1.14,0.16,0.54
551,Kansas,2000,1.15,0.15,0.52
552,Kansas,2001,1.12,0.15,0.53
553,Kansas,2002,1.19,0.15,0.54
554,Kansas,2003,1.15,0.17,0.56
555,Kansas,2004,1.13,0.16,0.56
556,Kansas,2005,1.14,0.18,0.57
557,Kansas,2006,1.14,0.18,0.61
558,Kansas,2007,1.17,0.15,0.64
559,Kansas,2008,1.21,0.14,0.65
560,Kansas,2009,1.18,0.14,0.67
561,Kentucky,1977,1.19,0.09,0.75
562,Kentucky,1978,1.07,0.09,0.77
563,Kentucky,1979,1.1,0.09,0.77
564,Kentucky,1980,1.08,0.1,0.74
565,Kentucky,1981,1.13,0.11,0.75
566,Kentucky,1982,1.14,0.12,0.73
567,Kentucky,1983,1.13,0.12,0.69
568,Kentucky,1984,1.05,0.12,0.68
569,Kentucky,1985,1.07,0.13,0.66
570,Kentucky,1986,1.09,0.13,0.62
571,Kentucky,1987,1.03,0.14,0.59
572,Kentucky,1988,1.08,0.12,0.59
573,Kentucky,1989,1.08,0.12,0.56
574,Kentucky,1990,1.12,0.11,0.6
575,Kentucky,1991,1.11,0.11,0.56
576,Kentucky,1992,1.04,0.11,0.56
577,Kentucky,1993,1.08,0.1,0.55
578,Kentucky,1994,1.08,0.11,0.55
579,Kentucky,1995,1.05,0.12,0.54
580,Kentucky,1996,1.05,0.13,0.54
581,Kentucky,1997,1.06,0.13,0.53
